T, L_Toe, L_Inner, L_Outer, L_Heel, R_Toe, R_Inner, R_Outer, R_Heel
227.372,0,28,76,7,0,39,51,5
227.382,0,29,76,8,0,38,51,5
227.392,0,27,72,8,0,38,51,5
227.402,0,27,72,9,0,37,50,5
227.412,0,27,72,9,0,36,49,5
227.422,0,25,68,9,0,35,48,5
227.432,0,25,68,10,0,36,48,5
227.442,0,25,68,11,0,35,46,5
227.452,0,23,68,13,0,34,44,5
227.462,0,22,68,14,0,31,42,5
227.472,0,20,68,14,0,31,39,6
227.482,0,19,64,16,0,29,37,6
227.492,0,19,64,16,0,27,34,6
227.502,0,18,60,18,0,25,31,6
227.512,0,18,60,18,0,24,29,6
227.522,0,18,64,20,0,23,27,6
227.532,0,18,68,20,0,23,27,6
227.542,0,18,72,20,0,21,26,6
227.552,0,18,72,20,0,19,24,6
227.562,0,17,72,20,0,18,22,6
227.572,0,18,76,20,0,16,19,6
227.582,0,18,76,20,0,15,20,6
227.592,0,19,76,20,0,18,18,6
227.602,0,19,68,20,0,15,16,6
227.612,0,19,72,20,0,15,15,6
227.622,0,19,76,20,0,15,15,6
227.632,0,19,76,20,0,15,15,6
227.642,0,20,80,20,0,15,16,6
227.652,0,23,80,20,0,15,15,6
227.662,0,25,80,19,0,15,15,6
227.672,0,27,84,19,0,15,14,6
227.682,0,27,84,18,0,15,15,6
227.692,0,27,80,17,0,15,15,6
227.702,0,25,76,14,0,15,15,6
227.712,2,25,80,13,0,15,15,7
227.722,4,25,80,13,0,15,17,7
227.732,3,26,84,12,0,17,18,7
227.742,4,27,84,12,0,18,17,7
227.752,4,27,84,8,0,19,19,8
227.762,4,28,84,6,0,20,22,9
227.772,6,28,84,6,0,20,27,9
227.782,6,28,80,3,0,21,29,9
227.792,5,29,76,2,0,21,26,10
227.802,6,28,72,0,0,23,31,10
227.812,5,27,68,0,0,25,35,12
227.822,5,25,68,0,0,28,38,15
227.832,5,25,60,0,0,28,44,15
227.842,5,21,48,0,0,29,48,17
227.852,5,19,44,0,0,31,46,20
227.862,7,13,28,0,0,31,49,21
227.872,4,12,20,0,0,31,51,22
227.882,3,8,16,0,0,35,54,23
227.892,0,6,12,0,0,36,55,23
227.902,0,5,12,0,0,36,57,24
227.912,0,3,12,0,0,35,63,26
227.922,0,2,8,0,0,35,68,25
227.932,0,2,8,0,0,35,69,25
227.942,0,2,8,0,0,34,71,26
227.952,0,2,8,0,0,31,73,25
227.962,0,2,8,0,0,31,76,24
227.972,0,2,12,0,0,31,78,23
227.982,0,3,8,0,0,30,78,23
227.992,0,3,8,0,0,29,81,21
227.999,0,2,8,0,0,28,81,19
227.999,0,2,8,0,0,28,82,19
227.999,0,3,8,0,0,27,82,19
228.008,0,3,4,0,0,26,83,17
228.018,0,2,4,0,0,28,84,17
228.028,0,2,4,0,0,28,86,17
228.038,0,2,4,0,0,28,87,14
228.048,0,2,8,0,0,26,89,14
228.058,0,1,8,0,0,27,91,14
228.068,0,2,4,0,0,26,94,13
228.078,0,2,8,0,0,25,96,13
228.088,0,1,4,0,0,27,98,13
228.098,0,2,4,0,0,26,100,13
228.108,0,1,4,0,0,26,101,12
228.118,0,1,4,0,0,26,103,12
228.128,0,1,4,0,0,26,106,12
228.138,0,1,4,0,0,26,107,10
228.148,0,1,4,0,0,26,109,8
228.158,0,1,4,0,0,26,111,7
228.168,0,1,4,0,0,27,115,7
228.178,0,1,8,0,0,27,117,7
228.188,0,1,8,0,0,27,119,6
228.198,0,1,8,0,0,27,121,6
228.208,0,1,4,0,0,27,123,6
228.218,0,2,4,0,0,26,124,5
228.228,0,2,4,0,0,26,126,5
228.238,0,2,4,0,0,26,131,6
228.248,0,2,4,0,0,27,133,5
228.258,0,2,4,0,0,28,136,5
228.268,0,2,4,0,0,29,141,5
228.278,0,2,4,0,0,28,146,5
228.288,0,2,4,0,0,28,150,5
228.298,0,2,4,0,0,28,159,5
228.308,0,2,4,0,0,27,162,5
228.318,0,3,4,0,0,27,166,5
228.328,0,2,4,0,0,26,169,5
228.338,0,2,4,0,0,25,172,5
228.348,0,3,4,0,0,23,177,5
228.358,0,3,4,0,0,25,183,4
228.368,0,3,4,0,0,25,192,4
228.378,0,2,4,0,0,25,197,3
228.388,0,2,4,0,0,26,203,3
228.398,0,2,4,0,0,26,211,3
228.408,0,2,4,0,0,26,217,3
228.418,0,2,4,0,0,27,227,3
228.428,0,2,4,0,0,27,232,3
228.438,0,2,4,0,0,26,237,3
228.448,0,2,4,3,0,25,240,3
228.458,0,2,4,3,0,25,242,3
228.468,0,2,4,3,0,24,244,3
228.478,0,2,4,3,0,24,243,3
228.488,0,2,4,2,0,25,244,3
228.498,0,2,4,1,0,25,246,3
228.508,0,1,4,1,0,27,248,3
228.518,0,2,4,2,0,29,252,3
228.528,0,2,4,2,0,31,257,3
228.538,0,2,4,3,0,33,264,3
228.548,0,4,12,4,0,37,272,3
228.558,0,4,12,4,0,38,275,2
228.568,0,4,8,4,0,41,278,2
228.578,0,4,8,4,0,43,282,2
228.588,0,3,12,5,0,46,287,2
228.598,0,3,12,7,0,48,292,2
228.608,0,3,12,7,0,53,293,2
228.618,0,4,20,8,0,57,302,2
228.628,0,4,28,10,0,61,299,1
228.638,0,6,28,12,0,63,280,1
228.648,0,8,36,13,0,63,261,1
228.658,0,9,44,15,0,60,232,1
228.668,0,12,68,19,1,61,182,1
228.678,0,15,60,21,1,56,146,0
228.688,0,19,60,28,1,41,95,0
228.698,0,22,60,35,1,35,63,0
228.708,0,19,76,46,2,22,31,1
228.718,0,19,76,54,2,24,26,0
228.728,0,22,76,63,2,13,20,1
228.738,0,21,84,64,1,12,17,2
228.748,0,21,88,64,0,12,10,2
228.758,0,20,88,72,0,11,8,2
228.768,0,18,88,74,0,8,7,2
228.778,0,19,92,73,0,8,6,2
228.788,0,19,92,74,0,7,7,2
228.798,0,19,92,75,0,8,7,2
228.808,0,19,92,71,0,9,6,2
228.818,0,19,92,68,0,10,7,2
228.828,0,19,92,66,0,9,7,2
228.838,0,21,92,62,0,10,7,2
228.848,0,22,96,57,0,9,7,2
228.858,0,21,92,51,0,10,7,2
228.868,0,22,96,47,0,9,6,2
228.878,0,22,96,37,0,9,6,2
228.888,0,22,96,28,0,9,6,2
228.898,0,21,96,26,0,9,5,2
228.908,0,19,96,24,0,9,5,2
228.918,0,19,96,22,0,9,5,2
228.928,0,19,100,22,0,9,6,2
228.938,0,16,100,20,0,9,5,2
228.948,0,17,96,20,0,9,6,2
228.958,0,15,96,19,0,9,6,2
228.968,0,16,96,18,0,9,5,2
228.978,0,17,100,17,0,9,6,2
228.988,0,14,100,17,0,9,6,2
228.998,0,14,100,18,0,9,6,2
228.999,0,13,100,20,0,9,6,2
228.999,0,15,104,20,0,9,6,2
229.004,0,14,104,20,0,9,6,2
229.014,0,12,104,20,0,9,6,2
229.024,0,9,108,20,0,9,5,2
229.034,0,7,112,21,0,8,6,2
229.044,0,6,112,23,0,9,7,2
229.054,0,5,116,23,0,9,6,2
229.064,0,5,120,23,0,9,7,2
229.074,0,5,124,23,0,8,7,2
229.084,0,5,124,25,0,8,7,2
229.094,0,5,124,26,0,9,7,2
229.104,0,5,124,27,0,8,6,2
229.114,0,4,124,28,0,7,6,2
229.124,0,3,124,28,0,7,5,2
229.134,0,3,124,28,0,7,6,2
229.144,0,3,124,28,0,7,5,2
229.154,0,4,124,28,0,8,6,2
229.164,0,4,132,28,0,8,5,2
229.174,0,4,124,28,0,7,5,2
229.184,0,3,124,30,0,7,5,2
229.194,0,4,124,35,0,9,5,2
229.204,0,5,132,37,0,8,3,2
229.214,0,4,124,37,0,9,3,2
229.224,0,5,124,39,0,9,3,2
229.234,0,6,124,39,0,7,3,2
229.244,0,7,136,40,0,7,3,2
229.254,0,9,136,39,0,7,3,2
229.264,0,9,140,35,0,7,3,2
229.274,0,10,144,28,0,7,3,2
229.284,0,11,152,27,0,7,3,2
229.294,0,12,164,26,0,7,4,3
229.304,0,15,172,22,0,6,5,6
229.314,0,20,172,17,0,4,5,5
229.324,0,25,184,15,0,5,5,4
229.334,0,24,196,14,0,8,6,3
229.344,3,31,212,6,0,7,5,3
229.354,7,38,224,6,0,7,6,4
229.364,10,56,228,3,0,7,7,5
229.374,14,60,236,4,0,7,10,7
229.384,19,69,240,0,0,9,15,9
229.394,23,73,236,0,0,11,19,10
229.404,25,70,236,0,0,11,22,13
229.414,25,60,228,0,0,13,27,15
229.424,27,53,176,0,0,15,31,22
229.434,23,38,172,0,0,15,37,27
229.444,20,22,116,0,0,15,41,31
229.454,19,12,84,0,0,15,45,35
229.464,9,9,72,0,0,17,55,38
229.474,7,6,56,0,0,15,56,40
229.484,6,3,44,0,0,18,55,40
229.494,3,5,28,0,0,22,61,40
229.504,1,3,16,0,0,19,63,40
229.514,0,2,16,0,0,21,57,41
229.524,0,2,12,0,0,20,55,42
229.534,0,2,8,0,0,18,54,43
229.544,0,2,8,0,0,19,58,43
229.554,0,2,8,0,0,19,60,42
229.564,0,2,8,0,0,20,59,41
229.574,0,2,8,0,0,21,59,40
229.584,0,2,8,0,0,21,59,36
229.594,0,2,8,0,0,20,60,31
229.604,0,2,8,0,0,22,60,31
229.614,0,2,8,0,0,22,60,29
229.624,0,2,4,0,0,23,61,26
229.634,0,2,8,0,0,21,61,25
229.644,0,2,4,0,0,21,61,23
229.654,0,2,4,0,0,21,61,21
229.664,0,2,4,0,0,19,60,19
229.674,0,2,4,0,0,20,60,18
229.684,0,1,4,0,0,21,59,18
229.694,0,1,4,0,0,21,59,16
