T, L_Toe, L_Inner, L_Outer, L_Heel, R_Toe, R_Inner, R_Outer, R_Heel
875.864,0,18,76,17,0,36,30,7
875.874,0,19,76,17,0,36,30,7
875.884,0,19,76,17,0,36,30,7
875.894,0,18,76,17,0,36,30,7
875.904,0,18,76,17,0,36,29,7
875.914,0,18,76,17,0,36,29,7
875.924,0,18,76,16,0,36,30,7
875.934,0,19,72,17,0,36,30,7
875.944,0,18,76,17,0,36,30,7
875.954,0,19,76,17,0,36,30,7
875.964,0,18,76,17,0,36,30,7
875.974,0,18,76,17,0,36,30,7
875.984,0,19,76,17,0,36,30,7
875.994,0,18,76,17,0,36,30,7
875.999,0,18,76,17,0,37,30,7
875.999,0,19,76,17,0,36,30,7
876.000,0,18,76,17,0,37,31,7
876.010,0,18,76,17,0,37,31,7
876.020,0,18,76,17,0,37,31,7
876.030,0,19,76,17,0,37,31,7
876.040,0,18,76,17,0,37,31,7
876.050,0,19,76,17,0,37,31,7
876.060,0,19,76,17,0,37,31,7
876.070,0,19,76,17,0,37,31,7
876.080,0,18,76,17,0,37,31,7
876.090,0,19,76,17,0,37,31,7
876.100,0,19,76,17,0,37,31,7
876.110,0,19,76,17,0,37,31,7
876.120,0,19,76,17,0,37,31,7
876.130,0,19,76,17,0,37,31,7
876.140,0,19,76,17,0,37,31,7
876.150,0,19,76,17,0,37,31,7
876.160,0,19,76,17,0,37,31,7
876.170,0,19,76,17,0,37,31,7
876.180,0,19,76,17,0,37,31,7
876.190,0,18,76,17,0,37,31,7
876.200,0,19,76,17,0,36,31,7
876.210,0,18,76,17,0,36,31,7
876.220,0,19,76,17,0,36,31,7
876.230,0,18,76,17,0,36,31,7
876.240,0,18,76,17,0,36,31,7
876.250,0,19,76,17,0,36,31,7
876.260,0,18,76,17,0,36,31,7
876.270,0,19,76,17,0,36,31,7
876.280,0,18,76,18,0,36,31,7
876.290,0,18,76,17,0,36,31,7
876.300,0,19,76,17,0,36,31,7
876.310,0,18,76,18,0,35,31,7
876.320,0,18,76,17,0,35,31,7
876.330,0,19,76,17,0,36,31,7
876.340,0,19,76,17,0,36,31,7
876.350,0,19,76,17,0,35,31,7
876.360,0,19,76,17,0,35,31,7
876.370,0,19,76,18,0,35,31,7
876.380,0,19,76,17,0,35,31,7
876.390,0,19,76,18,0,35,31,7
876.400,0,18,76,17,0,35,31,7
876.410,0,18,76,18,0,35,31,7
876.420,0,18,76,18,0,34,31,7
876.430,0,18,76,18,0,34,30,7
876.440,0,18,76,17,0,31,30,7
876.450,0,18,76,18,0,31,30,7
876.460,0,18,76,18,0,31,30,7
876.470,0,18,76,17,0,31,30,7
876.480,0,18,76,18,0,31,30,7
876.490,0,18,76,18,0,31,29,7
876.500,0,18,76,18,0,31,29,7
876.510,0,18,76,18,0,31,29,7
876.520,0,18,76,19,0,31,28,7
876.530,0,18,76,18,0,31,29,7
876.540,0,18,76,19,0,31,29,7
876.550,0,18,76,18,0,31,29,7
876.560,0,18,76,18,0,31,29,7
876.570,0,18,76,18,0,31,29,7
876.580,0,18,76,18,0,31,29,7
876.590,0,18,76,18,0,31,29,7
876.600,0,18,76,18,0,31,29,7
876.610,0,18,76,18,0,31,29,7
876.620,0,18,76,18,0,31,29,7
876.630,0,18,76,18,0,33,29,7
876.640,0,18,76,18,0,31,29,7
876.650,0,18,76,18,0,34,30,7
876.660,0,18,76,18,0,34,29,7
876.670,0,17,76,18,0,34,30,7
876.680,0,17,76,18,0,34,30,7
876.690,0,17,76,18,0,34,30,7
876.700,0,17,76,18,0,34,30,7
876.710,0,17,76,18,0,34,30,7
876.720,0,17,76,18,0,34,30,7
876.730,0,17,76,18,0,34,29,7
876.740,0,17,76,18,0,34,29,7
876.750,0,17,76,18,0,34,30,7
876.760,0,18,76,18,0,34,30,7
876.770,0,18,76,18,0,31,30,7
876.780,0,18,76,19,0,34,30,7
876.790,0,17,76,18,0,34,29,7
876.800,0,17,76,18,0,34,29,7
876.810,0,17,76,19,0,34,30,7
876.820,0,17,76,18,0,31,30,7
876.830,0,17,76,18,0,31,30,7
876.840,0,17,76,18,0,31,29,7
876.850,0,17,76,18,0,31,29,7
876.860,0,17,72,19,0,31,29,7
876.870,0,17,76,18,0,31,29,7
876.880,0,17,76,18,0,31,29,7
876.890,0,17,76,19,0,31,29,7
876.900,0,17,76,19,0,31,29,7
876.910,0,17,76,19,0,31,28,7
876.920,0,17,76,19,0,31,28,7
876.930,0,17,76,19,0,31,29,7
876.940,0,18,76,19,0,31,29,7
876.950,0,17,76,19,0,31,28,7
876.960,0,17,76,20,0,31,26,7
876.970,0,17,76,20,0,29,27,7
876.980,0,17,76,20,0,28,26,7
876.990,0,17,76,20,0,28,25,7
876.999,0,17,76,20,0,28,24,7
876.999,0,18,76,20,0,28,22,7
876.999,0,18,76,21,0,28,20,7
877.006,0,18,76,21,0,27,19,7
877.016,0,18,80,22,0,27,19,7
877.026,0,18,80,23,0,27,19,6
877.036,0,18,80,23,0,26,18,6
877.046,0,18,80,23,0,24,15,6
877.056,0,19,84,24,0,24,15,5
877.066,0,19,84,23,0,23,16,5
877.076,0,19,84,25,0,23,15,4
877.086,0,19,92,25,0,22,11,5
877.096,0,19,92,25,0,21,10,4
877.106,0,18,96,26,0,21,9,5
877.116,0,19,96,26,0,21,9,5
877.126,0,20,100,26,0,21,9,5
877.136,0,21,100,28,0,20,9,5
877.146,0,22,100,28,0,19,7,5
877.156,0,22,104,28,0,18,6,4
877.166,0,23,108,28,0,18,8,4
877.176,0,23,108,28,0,17,7,4
877.186,0,24,112,28,0,18,5,4
877.196,0,24,112,27,0,17,6,4
877.206,0,24,116,28,0,16,7,5
877.216,0,25,116,26,0,15,7,6
877.226,0,26,116,26,0,16,7,6
877.236,0,27,116,24,0,17,8,6
877.246,0,29,116,21,0,17,8,6
877.256,0,30,120,19,0,17,9,7
877.266,0,31,120,18,0,18,10,7
877.276,3,31,120,14,0,18,10,7
877.286,4,34,120,12,0,17,10,8
877.296,4,35,124,10,0,19,11,9
877.306,5,37,120,8,0,19,13,9
877.316,5,37,116,5,0,20,15,10
877.326,6,39,112,4,0,20,18,11
877.336,7,39,104,1,0,23,19,12
877.346,7,38,88,1,0,26,19,15
877.356,7,37,72,0,0,29,26,17
877.366,7,33,56,1,0,29,29,19
877.376,6,22,48,1,0,28,34,19
877.386,6,11,40,1,0,29,39,21
877.396,7,10,28,0,0,31,40,23
877.406,7,7,20,0,0,31,43,25
877.416,4,7,12,0,0,36,47,25
877.426,7,6,12,0,0,40,43,27
877.436,6,5,12,0,0,44,47,27
877.446,2,5,12,0,0,46,49,26
877.456,1,4,12,1,0,49,51,26
877.466,0,3,8,0,0,54,51,25
877.476,0,3,12,0,0,57,49,24
877.486,0,3,12,1,0,58,48,23
877.496,0,4,16,1,0,60,49,20
877.506,0,3,16,0,0,62,48,18
877.516,0,3,12,0,0,66,46,17
877.526,0,3,12,0,0,70,46,17
877.536,0,3,12,0,0,70,47,15
877.546,0,3,8,0,0,75,45,14
877.556,0,3,8,0,0,75,48,12
877.566,0,4,8,0,0,75,51,11
877.576,0,4,8,0,0,74,52,11
877.586,0,4,8,0,0,74,55,11
877.596,0,4,12,0,0,69,58,10
877.606,0,4,8,0,0,63,62,7
