T, L_Toe, L_Inner, L_Outer, L_Heel, R_Toe, R_Inner, R_Outer, R_Heel
387.284,0,17,84,19,0,17,31,7
387.294,0,17,84,19,0,17,31,7
387.304,0,17,84,19,0,17,31,7
387.314,0,17,84,20,0,17,31,7
387.324,0,17,84,19,0,17,31,7
387.334,0,17,84,19,0,17,31,8
387.344,0,17,84,20,0,17,31,8
387.354,0,17,84,19,0,17,31,8
387.364,0,17,84,19,0,17,31,8
387.374,0,17,84,19,0,17,31,8
387.384,0,17,84,19,0,17,31,8
387.394,0,17,84,19,0,17,31,8
387.404,0,17,84,20,0,17,31,8
387.414,0,17,84,20,0,17,31,8
387.424,0,17,80,19,0,17,31,8
387.434,0,17,84,20,0,16,31,8
387.444,0,17,80,20,0,17,31,8
387.454,0,17,80,19,0,16,31,8
387.464,0,17,80,20,0,16,31,8
387.474,0,17,80,19,0,17,31,8
387.484,0,17,80,19,0,16,31,8
387.494,0,17,80,19,0,16,31,8
387.504,0,17,80,20,0,17,31,8
387.514,0,17,80,19,0,17,31,8
387.524,0,17,80,19,0,16,31,8
387.534,0,17,80,20,0,16,31,8
387.544,0,17,80,20,0,16,31,8
387.554,0,17,80,20,0,16,31,8
387.564,0,17,80,19,0,16,31,8
387.574,0,17,80,19,0,16,31,8
387.584,0,17,80,20,0,16,31,8
387.594,0,16,80,20,0,16,31,8
387.604,0,17,80,20,0,17,31,8
387.614,0,16,80,20,0,16,31,8
387.624,0,16,80,19,0,16,31,8
387.634,0,16,80,20,0,16,31,8
387.644,0,15,76,20,0,16,31,8
387.654,0,15,76,20,0,16,31,8
387.664,0,15,76,20,0,16,31,8
387.674,0,15,76,20,0,16,31,8
387.684,0,15,76,20,0,16,31,8
387.694,0,15,76,20,0,16,31,8
387.704,0,15,76,20,0,16,31,8
387.714,0,15,76,20,0,16,31,8
387.724,0,15,76,20,0,16,31,8
387.734,0,15,76,20,0,16,31,8
387.744,0,15,76,20,0,16,31,8
