T, L_Toe, L_Inner, L_Outer, L_Heel, R_Toe, R_Inner, R_Outer, R_Heel
553.672,0,14,80,22,0,25,30,9
553.682,0,14,84,22,0,25,30,9
553.692,0,14,80,22,0,24,30,9
553.702,0,14,84,22,0,24,30,9
553.712,0,14,84,22,0,25,30,9
553.722,0,14,80,22,0,24,30,9
553.732,0,14,80,22,0,24,30,9
553.742,0,14,80,22,0,24,30,10
553.752,0,14,84,22,0,23,30,10
553.762,0,14,84,22,0,23,30,10
553.772,0,14,80,22,0,23,30,10
553.782,0,14,84,22,0,24,30,10
553.792,0,14,80,22,0,24,30,10
553.802,0,14,80,22,0,23,30,10
553.812,0,14,84,22,0,23,30,10
553.822,0,14,80,22,0,23,30,10
553.832,0,14,80,22,0,23,30,10
553.842,0,14,80,22,0,23,30,10
553.852,0,14,80,22,0,23,30,10
553.862,0,14,80,22,0,23,30,10
553.872,0,14,80,22,0,23,30,10
553.882,0,14,80,22,0,23,30,10
553.892,0,14,80,22,0,23,30,10
553.902,0,14,80,22,0,23,30,10
553.912,0,14,84,22,0,23,30,10
553.922,0,14,80,22,0,23,31,10
553.932,0,14,80,22,0,23,31,10
553.942,0,14,80,22,0,23,30,10
553.952,0,14,80,22,0,23,30,10
553.962,0,14,84,22,0,23,29,10
553.972,0,14,84,22,0,23,30,10
553.982,0,14,80,22,0,23,30,10
553.992,0,14,84,22,0,24,29,10
553.999,0,14,80,22,0,23,29,10
553.999,0,14,84,22,0,23,29,10
553.999,0,14,84,22,0,23,30,10
554.008,0,14,84,22,0,23,30,10
554.018,0,14,84,22,0,23,30,10
554.028,0,14,84,22,0,23,30,10
554.038,0,14,84,22,0,23,30,10
554.048,0,14,84,22,0,23,30,10
554.058,0,14,80,22,0,23,30,10
554.068,0,14,80,22,0,23,30,9
554.078,0,14,80,22,0,23,30,9
554.088,0,14,80,22,0,23,30,9
554.098,0,14,84,22,0,23,31,9
554.108,0,14,84,22,0,23,30,9
554.118,0,14,80,22,0,23,30,9
554.128,0,14,80,22,0,23,31,9
554.138,0,14,84,22,0,23,30,9
554.148,0,14,80,22,0,23,31,9
554.158,0,14,80,22,0,23,30,9
554.168,0,14,84,22,0,24,30,9
554.178,0,14,84,22,0,23,30,9
554.188,0,14,84,22,0,23,30,9
554.198,0,14,84,22,0,24,31,9
554.208,0,14,84,22,0,23,30,9
554.218,0,14,84,22,0,23,30,9
554.228,0,14,84,22,0,23,30,9
554.238,0,14,84,22,0,23,30,9
554.248,0,14,84,22,0,23,31,9
554.258,0,14,84,22,0,23,31,9
554.268,0,14,84,22,0,23,30,9
554.278,0,14,84,22,0,23,30,9
554.288,0,14,84,22,0,23,30,9
554.298,0,14,84,22,0,23,30,9
554.308,0,14,84,22,0,23,30,9
554.318,0,14,84,22,0,22,29,9
554.328,0,14,84,23,0,21,29,9
