T, L_Toe, L_Inner, L_Outer, L_Heel, R_Toe, R_Inner, R_Outer, R_Heel
439.030,0,23,104,11,0,37,48,5
439.040,0,23,108,11,0,36,48,5
439.050,0,24,104,11,0,37,47,5
439.060,0,24,108,11,0,36,47,5
439.070,0,24,108,11,0,36,46,5
439.080,0,24,108,12,0,35,47,5
439.090,0,23,108,12,0,34,46,5
439.100,0,23,108,11,0,34,47,5
439.110,0,23,108,12,0,31,45,5
439.120,0,24,108,11,0,31,44,5
439.130,0,25,112,11,0,31,44,5
439.140,0,25,112,11,0,31,44,5
439.150,0,25,112,11,0,31,44,6
439.160,0,25,112,11,0,31,44,5
439.170,0,25,112,12,0,30,43,5
439.180,0,24,116,12,0,29,42,5
439.190,0,24,116,11,0,29,42,5
439.200,0,24,116,12,0,29,42,5
439.210,0,24,116,12,0,28,42,5
439.220,0,25,116,12,0,27,42,5
439.230,0,24,120,12,0,27,40,5
439.240,0,25,120,13,0,27,38,6
439.250,0,24,120,13,0,27,35,5
439.260,0,25,124,13,0,26,31,5
439.270,0,24,124,13,0,25,31,6
439.280,0,23,124,14,0,23,30,5
439.290,0,23,136,14,0,22,28,5
439.300,0,23,136,15,0,21,27,5
439.310,0,23,124,15,0,20,25,6
439.320,0,22,140,16,0,19,23,6
439.330,0,23,140,16,0,19,23,6
439.340,0,22,140,16,0,19,19,6
439.350,0,22,148,17,0,16,21,6
439.360,0,22,144,17,0,17,20,6
439.370,0,22,148,17,0,15,19,6
439.380,0,22,156,17,0,14,19,6
439.390,0,22,152,17,0,13,18,6
439.400,0,21,156,17,0,12,18,6
439.410,0,21,160,17,0,13,18,6
439.420,0,21,160,17,0,15,17,5
439.430,0,21,156,17,0,14,15,5
439.440,0,22,160,17,0,15,15,5
439.450,0,22,160,17,0,14,15,5
439.460,0,23,160,17,0,14,15,5
439.470,0,23,164,18,0,14,14,5
439.480,0,22,164,18,0,13,13,5
439.490,0,23,164,17,0,13,14,5
439.500,0,23,164,17,0,12,13,6
439.510,0,23,160,17,0,13,13,6
439.520,0,24,164,17,0,13,13,6
439.530,0,24,164,17,0,14,14,6
439.540,0,25,160,16,0,14,14,6
439.550,0,25,160,13,0,14,15,6
439.560,0,27,160,13,0,14,15,6
439.570,0,30,164,13,0,15,16,7
439.580,0,31,164,10,0,15,18,7
439.590,2,31,164,8,0,17,19,7
439.600,3,35,164,5,0,17,19,7
439.610,4,35,164,4,0,19,20,7
439.620,4,34,164,2,0,21,23,9
439.630,5,34,168,0,0,22,26,10
439.640,4,34,160,0,0,25,26,10
439.650,5,29,144,0,0,26,30,10
439.660,4,25,120,0,0,27,31,12
439.670,4,18,80,0,0,30,31,15
439.680,4,12,52,0,0,31,35,17
439.690,3,7,28,0,0,35,40,18
439.700,2,5,20,0,0,39,44,23
439.710,3,6,12,0,0,41,45,24
439.720,1,5,12,0,0,41,47,28
439.730,0,3,8,0,0,42,49,31
439.740,0,3,8,0,0,42,52,34
439.750,0,3,8,0,0,45,55,34
439.760,0,3,8,0,0,50,52,34
439.770,0,4,8,0,0,50,53,31
439.780,0,4,8,0,0,50,53,30
439.790,0,4,8,0,0,50,55,28
439.800,0,4,8,0,0,51,55,24
439.810,0,4,12,0,0,54,54,23
439.820,0,4,8,0,0,56,57,21
439.830,0,4,8,0,0,56,58,19
439.840,0,3,8,0,0,58,59,17
439.850,0,3,8,0,0,61,59,14
439.860,0,3,8,0,0,63,60,14
439.870,0,3,8,0,0,63,61,12
439.880,0,2,4,0,0,63,62,11
439.890,0,2,0,0,0,67,62,10
439.900,0,2,0,0,0,68,63,7
439.910,0,2,0,0,0,67,63,7
439.920,0,2,0,0,0,69,63,8
439.930,0,2,0,0,0,68,67,7
439.940,0,2,0,0,0,69,68,6
439.950,0,2,4,0,0,70,69,6
439.960,0,3,0,0,0,69,70,6
439.970,0,3,0,0,0,71,72,6
439.980,0,3,0,0,0,71,72,6
439.990,0,2,0,0,0,71,74,6
439.999,0,2,0,0,0,71,76,5
439.999,0,2,0,0,1,73,76,5
439.999,0,2,0,0,1,75,79,5
440.006,0,2,0,0,2,75,81,5
440.016,0,2,0,0,2,77,84,5
440.026,0,3,4,0,2,78,88,5
440.036,0,3,0,0,2,77,88,4
440.046,0,3,0,0,2,77,91,4
440.056,0,2,0,0,2,76,93,5
440.066,0,2,0,0,2,75,96,5
440.076,0,3,0,0,2,76,98,4
440.086,0,2,0,0,3,75,102,5
440.096,0,3,0,0,3,74,104,4
440.106,0,2,0,0,3,74,107,4
440.116,0,2,0,0,3,72,108,4
440.126,0,1,0,0,3,71,110,5
440.136,0,2,0,0,3,70,110,4
440.146,0,3,0,0,3,69,113,5
440.156,0,3,0,0,2,67,115,4
440.166,0,2,0,0,2,67,117,4
440.176,0,2,0,0,2,66,118,4
440.186,0,2,0,0,2,63,119,5
440.196,0,1,0,0,2,63,120,4
440.206,0,1,0,1,2,63,121,5
440.216,0,2,0,4,2,63,121,5
440.226,0,1,0,5,1,63,123,4
440.236,0,1,0,5,1,62,123,4
440.246,0,1,0,4,0,62,121,4
440.256,0,2,0,4,0,62,125,4
440.266,0,2,0,3,0,63,127,3
440.276,0,2,0,2,0,63,127,3
440.286,0,4,4,2,0,63,131,3
440.296,0,3,4,2,0,63,131,3
440.306,0,3,8,2,0,63,134,3
440.316,0,5,12,2,0,62,138,3
440.326,0,5,16,2,0,62,140,3
440.336,0,6,16,3,0,62,147,3
440.346,0,7,16,3,0,63,150,3
440.356,0,5,16,3,0,63,156,3
440.366,0,7,16,4,0,66,163,3
440.376,0,7,20,4,0,69,167,3
440.386,0,7,20,4,0,71,177,3
440.396,0,6,24,4,0,75,188,2
440.406,0,9,20,4,3,78,195,2
440.416,0,12,28,5,3,84,199,2
440.426,0,15,24,6,3,87,197,2
440.436,0,15,24,6,4,93,193,2
440.446,2,19,36,10,6,96,182,2
440.456,4,22,36,10,5,92,170,2
440.466,5,22,44,13,6,87,146,2
440.476,6,29,44,14,7,79,131,2
440.486,6,34,56,16,6,67,97,2
440.496,9,37,64,17,5,54,68,2
440.506,14,40,72,18,6,45,44,2
440.516,17,41,80,20,6,29,26,2
440.526,23,44,84,20,6,31,24,2
440.536,27,47,80,23,8,22,22,2
440.546,26,48,80,24,5,23,12,2
440.556,27,48,76,27,5,17,10,2
440.566,26,50,76,31,3,11,7,2
440.576,27,51,76,34,0,12,6,2
440.586,26,51,76,36,0,12,6,3
440.596,24,52,80,42,0,14,6,3
440.606,24,51,84,41,0,14,6,3
440.616,22,49,84,43,0,14,6,3
440.626,21,50,88,42,0,14,5,3
440.636,20,48,88,42,0,13,5,2
440.646,18,47,84,42,0,13,4,2
440.656,17,44,84,41,0,12,4,2
440.666,17,44,84,40,0,11,3,2
440.676,16,43,88,39,0,11,3,2
440.686,15,42,88,33,0,10,3,2
440.696,14,40,88,32,0,9,3,3
440.706,12,38,84,31,0,9,3,3
440.716,11,35,84,31,0,9,3,3
440.726,7,34,80,28,0,8,3,3
440.736,6,31,80,28,0,8,3,3
440.746,6,31,84,28,0,8,3,3
440.756,5,28,76,27,0,8,4,3
440.766,3,28,72,26,0,8,3,3
440.776,3,25,72,25,0,8,3,3
440.786,3,26,72,25,0,8,3,3
440.796,4,26,68,26,0,8,3,3
440.806,5,27,68,27,0,9,3,3
440.816,4,23,68,28,0,8,3,3
440.826,3,24,68,28,0,8,3,3
440.836,3,23,68,28,0,8,3,3
440.846,4,22,68,30,0,8,3,3
440.856,3,23,72,32,0,8,3,3
440.866,3,24,72,32,0,9,3,3
440.876,3,24,76,35,0,8,3,3
440.886,4,23,76,40,0,8,3,3
440.896,4,24,76,46,0,8,3,3
440.906,3,24,76,48,0,8,3,3
440.916,3,25,72,48,0,9,3,3
440.926,3,25,76,51,0,9,3,3
440.936,3,25,76,53,0,9,3,3
440.946,4,26,76,54,0,9,2,3
440.956,3,26,80,55,0,7,2,3
440.966,3,27,84,55,0,7,3,3
440.976,3,27,84,57,0,7,3,3
440.986,3,27,84,57,0,7,3,3
440.996,3,29,84,56,0,6,3,3
440.999,3,30,88,57,0,7,3,3
440.999,3,30,92,55,0,7,3,3
441.002,3,29,96,55,0,9,3,3
441.012,1,30,96,56,0,7,3,3
441.022,0,31,96,54,0,5,2,3
441.032,0,31,100,54,0,7,3,3
441.042,0,31,108,52,0,5,3,3
441.052,0,31,116,53,0,6,1,3
441.062,0,36,120,52,0,5,1,3
441.072,0,35,124,50,0,5,1,3
441.082,0,38,136,43,0,5,3,3
441.092,3,39,140,28,0,5,3,5
441.102,3,51,144,21,0,5,3,3
441.112,3,57,156,19,0,4,3,3
441.122,8,71,160,13,0,6,4,3
441.132,11,77,164,10,0,7,5,3
441.142,15,84,168,10,0,7,5,3
441.152,21,97,176,6,0,8,8,5
441.162,25,107,180,4,0,9,15,6
441.172,31,118,176,4,0,12,23,8
441.182,35,134,176,0,0,13,25,8
441.192,42,143,172,0,0,15,29,8
441.202,51,153,124,0,0,15,37,9
441.212,57,143,92,0,0,19,40,11
441.222,57,125,60,0,0,18,45,15
441.232,52,83,40,0,0,20,47,19
441.242,43,50,28,0,0,21,51,19
441.252,31,34,24,0,0,24,55,22
441.262,31,15,12,0,0,27,53,23
441.272,20,9,12,0,0,24,57,25
441.282,12,5,8,0,0,30,59,25
441.292,8,2,4,0,0,31,62,27
441.302,0,4,8,0,0,31,63,27
441.312,0,6,0,0,0,34,66,28
441.322,0,6,4,0,0,31,71,28
441.332,0,6,4,0,0,31,74,27
441.342,0,5,0,0,0,31,76,27
441.352,0,5,0,0,0,31,75,26
441.362,0,6,0,0,0,31,76,26
441.372,0,6,0,0,0,31,76,26
441.382,0,5,0,0,0,31,74,25
441.392,0,5,4,0,0,31,75,25
441.402,0,4,0,0,0,34,74,24
441.412,0,4,0,0,0,31,74,24
441.422,0,4,4,0,0,31,71,22
441.432,0,4,0,0,0,30,70,21
441.442,0,4,0,0,0,29,69,19
441.452,0,4,0,0,0,30,69,18
441.462,0,4,0,0,0,29,69,18
441.472,0,3,0,0,0,29,68,15
441.482,0,4,0,0,0,29,67,15
441.492,0,3,0,0,0,28,63,13
441.502,0,3,0,0,0,28,63,12
441.512,0,3,0,0,0,28,62,12
441.522,0,3,0,0,0,29,62,13
441.532,0,3,0,0,0,29,61,12
441.542,0,3,0,0,0,29,61,13
441.552,0,3,0,0,0,29,60,13
441.562,0,3,0,0,0,29,60,13
441.572,0,2,0,0,0,29,60,13
441.582,0,2,0,0,0,29,62,13
441.592,0,2,0,0,0,28,63,13
441.602,0,2,0,0,0,28,63,14
441.612,0,2,0,0,0,28,67,14
441.622,0,2,0,0,0,29,69,14
441.632,0,2,0,0,0,29,69,14
441.642,0,3,0,0,0,30,70,15
441.652,0,3,0,0,0,30,72,15
441.662,0,3,0,0,0,30,73,17
441.672,0,3,0,0,0,31,75,17
441.682,0,3,0,0,0,31,76,17
441.692,0,3,0,0,0,30,78,18
441.702,0,3,0,0,0,30,79,18
441.712,0,3,0,0,0,31,79,18
441.722,0,3,0,0,0,31,80,18
441.732,0,3,0,0,0,31,80,18
441.742,0,3,0,0,0,31,81,18
441.752,0,3,0,0,0,31,81,18
441.762,0,3,0,0,0,35,79,17
441.772,0,3,0,0,0,35,79,17
441.782,0,3,0,0,0,35,79,18
441.792,0,3,0,0,0,35,79,18
441.802,0,3,0,0,0,37,78,18
441.812,0,3,0,0,0,38,81,18
441.822,0,3,0,0,0,44,81,17
441.832,0,3,0,0,0,48,88,17
441.842,0,3,0,0,0,54,88,14
441.852,2,1,0,10,0,57,91,13
441.862,0,2,0,15,0,57,94,9
441.872,0,1,0,16,0,63,94,5
441.882,0,1,0,15,0,71,98,5
441.892,0,1,0,11,1,76,105,3
441.902,0,1,0,12,2,83,106,3
441.912,0,3,12,15,4,91,108,3
441.922,0,3,12,17,5,94,110,3
441.932,0,5,36,20,6,95,107,2
441.942,0,10,40,21,7,97,89,2
441.952,0,11,52,24,6,99,89,2
441.962,1,12,68,30,6,95,79,2
441.972,2,14,68,38,6,86,60,2
441.982,1,18,76,48,6,67,47,2
441.992,2,19,84,54,4,56,25,2
441.999,3,21,88,56,3,37,15,2
441.999,3,25,92,60,2,25,10,2
441.999,4,26,96,63,3,16,10,2
442.008,5,25,84,64,2,12,9,2
442.018,5,29,96,66,1,15,7,2
442.028,8,31,104,69,0,12,8,3
442.038,7,31,104,68,0,15,6,2
442.048,6,37,96,69,0,11,7,3
442.058,7,41,100,68,0,10,6,2
442.068,5,39,96,67,0,13,6,3
442.078,5,39,100,60,0,14,6,2
442.088,6,38,108,56,0,14,5,3
442.098,4,36,108,54,0,15,3,2
442.108,5,31,112,50,0,14,4,2
442.118,5,31,116,44,0,13,4,3
442.128,5,29,120,43,0,13,4,3
442.138,4,28,124,30,0,10,4,3
442.148,3,23,124,27,0,10,4,3
442.158,4,21,124,24,0,10,4,2
442.168,3,20,124,21,0,10,3,2
442.178,3,19,124,20,0,9,3,3
442.188,3,19,124,19,0,9,4,3
442.198,2,18,124,18,0,9,3,3
442.208,2,22,124,18,0,10,4,3
442.218,1,21,124,17,0,9,3,2
442.228,0,19,132,17,0,10,3,3
