139.752,0,7,100,0,0,23,34,4
139.762,0,22,108,46,0,23,34,4
139.772,0,7,104,1,0,22,34,5
139.782,0,15,96,0,0,22,34,5
139.792,0,7,100,0,0,22,35,5
139.802,1,23,116,50,0,22,34,5
139.812,0,26,116,13,0,22,34,5
139.822,1,27,116,32,0,22,34,5
139.832,0,7,112,0,0,22,34,5
139.842,0,20,116,48,0,22,31,4
139.852,0,17,104,0,0,22,31,4
139.862,0,9,108,10,0,22,31,4
139.872,0,26,116,4,0,21,31,3
139.882,0,6,100,0,0,22,31,4
139.892,1,21,116,49,0,21,34,4
139.902,0,6,104,0,0,21,31,4
139.912,0,26,116,27,0,21,31,3
139.922,0,8,100,0,0,21,31,4
139.932,0,20,120,50,0,22,35,4
139.942,0,15,108,0,0,20,31,4
139.952,0,10,112,0,0,20,34,6
139.962,0,24,116,0,0,21,31,6
139.972,0,6,104,0,0,21,37,8
139.982,0,18,120,38,0,20,31,5
139.992,0,9,104,0,0,20,31,3
139.999,1,25,112,48,0,20,31,6
139.999,0,5,100,0,0,21,31,8
139.999,0,24,120,40,0,20,31,6
140.008,0,10,104,0,0,19,30,4
140.018,0,15,116,44,0,20,31,5
140.028,0,6,108,0,0,19,30,2
140.038,0,24,108,6,0,20,31,5
140.048,0,11,104,11,0,19,30,3
140.058,0,19,108,0,0,20,31,5
140.068,0,20,112,0,0,19,31,2
140.078,0,6,108,1,0,20,31,5
140.088,1,26,120,9,0,21,35,10
140.098,0,6,104,0,0,20,31,5
140.108,0,20,120,51,0,20,31,9
140.118,0,14,108,0,0,20,31,5
140.128,0,25,120,17,0,21,38,7
140.138,0,10,104,6,0,21,31,5
140.148,0,12,116,0,0,21,34,3
140.158,1,23,116,0,0,21,31,5
140.168,0,6,108,0,0,22,36,6
140.178,0,25,124,34,0,21,31,4
140.188,0,10,108,0,0,20,30,2
140.198,0,16,120,46,0,21,31,4
140.208,0,24,124,46,0,19,28,3
140.218,0,23,124,1,0,21,31,5
140.228,0,13,108,17,0,21,35,7
140.238,0,12,116,28,0,21,31,5
140.248,1,25,116,0,0,22,35,3
140.258,0,17,112,28,0,21,31,5
140.268,0,27,124,30,0,22,37,7
140.278,0,10,108,0,0,21,31,5
140.288,1,27,120,45,0,22,35,3
140.298,0,7,108,0,0,20,31,5
140.308,0,26,124,42,0,19,30,2
140.318,0,12,108,0,0,20,31,5
140.328,0,15,120,38,0,19,28,3
140.338,0,24,116,0,0,19,30,5
140.348,0,7,108,0,0,19,27,4
140.358,0,16,112,28,0,19,31,6
140.368,0,9,104,0,0,18,28,3
140.378,2,27,120,49,0,19,30,5
140.388,0,7,108,0,0,18,27,3
140.398,0,27,120,39,0,19,31,5
140.408,0,12,104,5,0,18,28,3
140.418,0,8,104,0,0,19,31,7
140.428,0,23,112,0,0,19,33,9
140.438,0,8,108,1,0,18,30,6
140.448,0,28,120,22,0,17,28,3
140.458,0,8,112,0,0,17,29,5
140.468,1,24,112,51,0,17,31,5
140.478,0,6,104,0,0,15,26,6
140.488,0,26,120,28,0,16,30,8
140.498,0,9,100,0,0,16,25,5
140.508,0,16,116,56,0,15,23,3
140.518,0,6,108,0,0,15,27,4
140.528,0,7,104,13,0,16,24,3
140.538,0,11,112,17,0,17,24,3
140.548,0,11,112,0,0,16,26,7
140.558,0,20,112,57,0,15,26,4
