-0.002687202,-0.005291079,-0.007922804,-0.162841024,-0.049510305,-0.089156813,0.400100447,-0.335035025,0.18306748,0.921041855,-0.308186265,-0.012756054,1.022308853,-0.195718204,-0.016265236,0.852854849,-0.12304463,0.085899022,0.931956335,-0.018395679,-0.069625717,0.385518663,-0.14532872,-0.018736656,0.523790133,0.700472797,0.66864119,0.292903951,-0.097942453,0.634505121,0.96930805,0.759617471,-0.183506757,0.802692046,-0.077515128,0.01477877,317.2421053,downstairs
-0.055796581,-0.008826125,-0.008676163,0.822755126,-0.2666286,-0.076512273,-0.028034876,-0.032117615,-0.036473695,0.879486603,-0.088060474,-0.159575897,0.984961812,-0.086219268,-0.062620982,0.932842204,-0.005513452,-0.102233737,0.824835604,0.237899352,-0.26723484,0.984249731,0.011958799,-0.197385946,-0.524749768,-0.067651009,0.524682739,-0.141999405,-0.809294942,0.572227531,0.94855679,0.911819592,-0.944108034,0.904345723,-0.943118484,-0.879039095,673.7157895,downstairs
-0.002687202,-0.005291079,-0.007922804,0.777666861,-0.136997421,0.079060094,1.043684217,-0.190459356,-0.020559718,1.376387049,-0.47342496,-0.059611735,0.907757866,-0.004587313,-0.053277664,0.943432073,0.01413678,-0.104641062,0.776155777,0.004802781,-0.128039764,0.964482537,-0.204794839,-0.104178572,0.454407035,0.365313136,0.046993415,0.915682157,0.414846125,0.563673253,0.95107729,-0.249097944,-0.712969243,-0.484084167,-0.688586305,0.322256606,891.4078947,downstairs
-0.002687202,-0.005291079,-0.007922804,0.064090408,-0.096944978,-0.224007479,0.592197004,-0.333970489,0.138469497,0.751503094,-0.146621221,-0.096766901,1.033249629,-0.118105651,-0.058821593,0.671209927,0.153816874,-0.122618659,0.832121526,-0.045039453,-0.142153922,0.288039098,0.276202421,-0.041229195,0.688247202,0.850394947,0.742306738,0.429772247,0.217734777,0.932771376,0.857289603,0.001949676,-0.263111716,-0.383613048,-0.43481367,0.669037409,288.6973684,downstairs
1.067775208,-0.75280746,0.320584197,0.64218798,-0.083401912,-0.126330539,0.198798216,0.478147721,-0.207338372,-0.002687202,-0.005291079,-0.007922804,0.684842895,-0.140011015,-0.126639539,0.737703871,-0.105503079,-0.094258618,0.721304435,-0.035002481,-0.227499519,-0.062784194,-0.065108984,-0.067759318,0.86531333,0.65448683,0.499352471,0.763107378,0.760604674,0.67692767,0.683656085,0.398318992,-0.011076296,0.684257074,0.064909178,0.329921002,96.27631579,downstairs
0.643801258,-0.387291982,0.170117048,0.785827623,-0.382147838,0.024958058,0.711308057,-0.066699856,-0.173654967,-0.002687202,-0.005291079,-0.007922804,0.880294233,-0.058401159,-0.048414464,0.875773951,0.029520391,-0.077127738,1.175102803,-0.197729336,-0.235296151,0.678246105,-0.21354997,0.262479798,0.729324957,0.919869777,0.82309878,0.740741112,0.512989176,0.729174169,0.926515309,0.723238638,0.224646158,0.600719855,0.461027195,-0.134276645,312.6105263,downstairs
0.652104568,-0.451627436,0.225021235,0.494852113,0.047069307,-0.301527977,0.548850453,0.110632516,-0.084510039,-0.002687202,-0.005291079,-0.007922804,0.936660462,0.07216596,-0.151381984,0.959787087,0.012689181,-0.133695685,1.078286893,-0.21109183,-0.000479227,1.057557792,-0.093947487,-0.119646321,0.026860765,0.492718899,-0.076471911,0.459190253,0.66552648,0.78143293,0.971210927,0.978612728,-0.962474378,0.962400344,-0.95303288,-0.957745809,1519.621053,downstairs
0.993893482,-0.158472848,-0.106766713,1.137456655,-0.044899107,-0.271384631,1.138019662,-0.000204279,-0.262666062,1.02854152,-0.169807136,-0.145428151,1.035120496,0.039431406,-0.352630908,1.089967946,0.065310059,-0.2860554,1.009967936,-0.010269924,-0.143399912,0.726927055,0.002513395,-0.134959214,0.822577809,0.251387087,-0.247523055,0.679455399,0.133955378,0.585179584,0.808445153,0.848095864,0.701111443,0.978538923,0.547057664,0.679367775,19410.95263,downstairs
0.716731989,-0.466575052,0.218672827,0.521704321,0.077488694,-0.161722122,0.195159805,0.095759261,0.181416879,-0.002687202,-0.005291079,-0.007922804,0.936997744,-0.038447205,-0.060684989,0.926830229,0.000595913,-0.100541846,0.834893086,0.105301077,-0.186787131,0.902270998,-0.393210652,0.156687555,0.755010574,0.782276002,0.767966671,0.681279547,0.607570599,0.891808072,0.990285411,0.895845324,-0.758001227,0.920632683,-0.760195567,-0.749229048,5409.526316,downstairs
0.979580213,-0.155842364,-0.184264681,0.601121814,-0.281623965,0.173074928,-0.157957345,0.308507151,0.309392979,-0.002687202,-0.005291079,-0.007922804,0.838639374,0.067927788,-0.143466484,0.928971395,-0.02380057,-0.099004097,1.06393675,0.010729546,-0.227422331,0.726736771,0.065130141,0.023262551,0.348324845,0.671748283,0.510866244,0.197599199,0.501399972,0.831023647,0.950037146,0.637747212,-0.749674258,0.830224595,-0.899192203,-0.924502024,1260.928947,downstairs
